,Seg,Emotion,Role,wav_path,txt_path
456,Sess02_script05_F011,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F011.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F011.txt
457,Sess02_script02_F013,sad,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_F013.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_F013.txt
458,Sess02_impro02_M014,sad,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M014.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M014.txt
459,Sess02_script02_M007,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M007.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M007.txt
460,Sess02_script01_F017,sad,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F017.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F017.txt
461,Sess02_impro03_M015,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M015.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M015.txt
462,Sess02_impro01_M040,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M040.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M040.txt
463,Sess02_script01_F004,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F004.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F004.txt
464,Sess02_impro02_M008,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M008.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M008.txt
465,Sess02_script02_M006,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M006.txt
466,Sess02_script03_F007,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F007.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F007.txt
467,Sess02_script05_F005,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F005.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F005.txt
468,Sess02_script03_M032,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M032.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M032.txt
469,Sess02_impro01_M045,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M045.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M045.txt
470,Sess02_script01_F030,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F030.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F030.txt
471,Sess02_impro03_F004,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_F004.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_F004.txt
472,Sess02_impro02_F008,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F008.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F008.txt
473,Sess02_script01_F027,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F027.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F027.txt
474,Sess02_script01_F008,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F008.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_F008.txt
475,Sess02_impro01_F041,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F041.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F041.txt
476,Sess02_impro03_M003,disgust,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M003.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M003.txt
477,Sess02_script05_F003,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F003.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F003.txt
478,Sess02_script02_F005,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_F005.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_F005.txt
479,Sess02_impro01_F017,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F017.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F017.txt
480,Sess02_impro03_M019,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M019.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M019.txt
481,Sess02_script05_F013,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F013.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F013.txt
482,Sess02_script05_F009,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F009.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F009.txt
483,Sess02_script03_M022,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M022.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M022.txt
484,Sess02_impro02_F015,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F015.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F015.txt
485,Sess02_impro01_F035,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F035.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F035.txt
486,Sess02_impro03_F006,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_F006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_F006.txt
487,Sess02_script05_M014,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M014.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M014.txt
488,Sess02_impro01_F004,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F004.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F004.txt
489,Sess02_impro02_F006,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F006.txt
490,Sess02_script06_M002,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script06/Sess02_script06_M002.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script06/Sess02_script06_M002.txt
491,Sess02_script06_M014,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script06/Sess02_script06_M014.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script06/Sess02_script06_M014.txt
492,Sess02_impro03_F017,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_F017.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_F017.txt
493,Sess02_impro03_M018,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M018.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M018.txt
494,Sess02_impro04_F018,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F018.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F018.txt
495,Sess02_impro02_M023,sad,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M023.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_M023.txt
496,Sess02_impro01_F001,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F001.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F001.txt
497,Sess02_script05_M017,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M017.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M017.txt
498,Sess02_script03_F014,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F014.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F014.txt
499,Sess02_impro04_F011,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F011.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F011.txt
500,Sess02_impro01_F028,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F028.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F028.txt
501,Sess02_impro01_F048,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F048.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F048.txt
502,Sess02_script01_M031,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M031.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M031.txt
503,Sess02_impro01_M014,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M014.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M014.txt
504,Sess02_impro04_F013,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F013.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F013.txt
505,Sess02_impro02_F005,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F005.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F005.txt
506,Sess02_script03_F028,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F028.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F028.txt
507,Sess02_script05_F004,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F004.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F004.txt
508,Sess02_script01_M015,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M015.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M015.txt
509,Sess02_impro01_F005,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F005.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F005.txt
510,Sess02_script04_F011,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script04/Sess02_script04_F011.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script04/Sess02_script04_F011.txt
511,Sess02_impro01_F012,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F012.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F012.txt
512,Sess02_impro04_F020,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F020.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F020.txt
513,Sess02_impro01_M013,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M013.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M013.txt
514,Sess02_script01_M012,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M012.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M012.txt
515,Sess02_script05_M007,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M007.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M007.txt
516,Sess02_script04_F002,fear,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script04/Sess02_script04_F002.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script04/Sess02_script04_F002.txt
517,Sess02_script04_F022,fear,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script04/Sess02_script04_F022.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script04/Sess02_script04_F022.txt
518,Sess02_impro01_F025,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F025.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F025.txt
519,Sess02_impro01_F023,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F023.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F023.txt
520,Sess02_impro02_F011,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F011.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F011.txt
521,Sess02_impro01_M036,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M036.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M036.txt
522,Sess02_script03_F021,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F021.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F021.txt
523,Sess02_script03_M020,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M020.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M020.txt
524,Sess02_script01_M008,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M008.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M008.txt
525,Sess02_impro03_M022,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M022.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro03/Sess02_impro03_M022.txt
526,Sess02_script05_F014,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F014.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F014.txt
527,Sess02_script02_M013,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M013.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M013.txt
528,Sess02_script03_M009,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M009.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M009.txt
529,Sess02_script01_M017,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M017.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M017.txt
530,Sess02_script05_M005,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M005.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M005.txt
531,Sess02_impro04_M020,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M020.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M020.txt
532,Sess02_script05_M016,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M016.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M016.txt
533,Sess02_script01_M018,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M018.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M018.txt
534,Sess02_impro01_M026,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M026.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M026.txt
535,Sess02_script03_M005,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M005.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M005.txt
536,Sess02_impro01_M002,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M002.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M002.txt
537,Sess02_script02_M005,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M005.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M005.txt
538,Sess02_script02_F004,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_F004.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_F004.txt
539,Sess02_script06_F015,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script06/Sess02_script06_F015.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script06/Sess02_script06_F015.txt
540,Sess02_impro04_F016,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F016.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_F016.txt
541,Sess02_impro04_M006,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M006.txt
542,Sess02_script03_F006,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_F006.txt
543,Sess02_script05_F006,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F006.txt
544,Sess02_script01_M026,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M026.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M026.txt
545,Sess02_script01_M030,sad,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M030.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M030.txt
546,Sess02_script01_M002,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M002.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M002.txt
547,Sess02_script05_M012,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M012.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_M012.txt
548,Sess02_impro01_F010,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F010.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F010.txt
549,Sess02_script01_M006,surprise,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M006.txt
550,Sess02_script06_M015,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script06/Sess02_script06_M015.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script06/Sess02_script06_M015.txt
551,Sess02_script02_F006,sad,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_F006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_F006.txt
552,Sess02_script03_M026,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M026.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M026.txt
553,Sess02_impro02_F010,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F010.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro02/Sess02_impro02_F010.txt
554,Sess02_script01_M020,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M020.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script01/Sess02_script01_M020.txt
555,Sess02_impro01_F006,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F006.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F006.txt
556,Sess02_impro04_M014,disgust,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M014.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro04/Sess02_impro04_M014.txt
557,Sess02_impro01_F007,neutral,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F007.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_F007.txt
558,Sess02_script03_M018,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M018.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script03/Sess02_script03_M018.txt
559,Sess02_script02_M018,sad,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M018.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script02/Sess02_script02_M018.txt
560,Sess02_script05_F018,angry,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F018.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script05/Sess02_script05_F018.txt
561,Sess02_impro01_M034,happy,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M034.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_impro01/Sess02_impro01_M034.txt
562,Sess02_script04_F015,fear,Speaker,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script04/Sess02_script04_F015.wav,/content/drive/MyDrive/ETRI/KEMDy19/wav/Session02/Sess02_script04/Sess02_script04_F015.txt
