0	1	2
Sess05_impro01_F007	3	'그럼 영철이가 얼마나 그 o     아 이거 이케 환불 안 되겠지 (이거 근데 요새 뭐) 아 참.'
Sess05_impro04_M033	3	'사랑해.'
Sess05_impro02_M018	3	'그 성질이면은 작품 하나 만들겠다. o  자기 요리에 대한 자부심 그 자부심 만큼 그만큼만 요리를 하면 음식을 만드는 게 아니라 요리를 하면 되겠어.'
Sess05_script03_F019	1	'이게 뭐야? 중국집 젓가락들이잖아.'
Sess05_script03_M025	1	'뭐? 그 갑자기 왜 그래?'
Sess05_script04_M019	2	'지금 니가 나한테 하는 짓이 더 이상해.'
Sess05_script02_M001	3	'네 안녕하세요.'
Sess05_script04_F012	5	'지섭씨. 사람 목숨이 달린 거잖아. 일단 찾아보자 어?    혹시 모르니까 경찰에 신고도 해보고 내 내가 (전화할게)'
Sess05_script01_M023	3	'(구두 어 로또 1등) 된 사람만 쫓아다니면서 돈 뺐고 구걸하는 사람이 o  있다잖아 혹시 모르니까 이건 너랑 나만 아는 비밀이야 o  알았어?'
Sess05_impro01_M003	3	'엄마.'
Sess05_impro04_M015	3	'뭐가 좋다고 그렇게 웃냐. o'
Sess05_impro02_M012	3	'요리가 쓰레긴데 그럼 요리사가 요리가 쓰레긴데    요리로 평가해야지.'
Sess05_script05_F004	3	'아 그게 아무래도 학업에 뜻한 바가 있어서 늦게까지 공부를 하게 됐습니다.'
Sess05_script04_M016	2	'(전화할게 야) 전화기 내려놔.'
Sess05_impro04_M017	3	'(이렇게 했잖아 에이) 에헤이 거 o  N  (거 기억 안 나) 거 참 쓸데없는 거까지 기억하고. 아 아 근데 그때 상황이 당신 생각을 해 봐. 응급실에 이러 이러고 누워갖고 그리고 눈 딱 감고 있는데 아이 누가 봐도 이거는    o  그때 내가 맹장인 줄 알았으면은 내 그걸 그 자리에서 이러고 내가 안 했다 o  내가 싹싹 빌고 안 했다. 나 진짜 그때 정말 큰일 나서 죽는 줄 알았단 말이야.'
Sess05_impro04_M023	3	'아 뭐 뭘 벌써 다음생까지 생각을 해.'
Sess05_script04_F001	5	'어 몰라 어어 몰라 어 어떡해? 어?'
Sess05_script03_M012	3	'에이 아 농담이지. 그 아 사실 내 꿈은 말이야.'
Sess05_script03_M030	1	'이거 어떻게 샀어? 너 o  돈도 없잖아.'
Sess05_script04_F004	5	'아니 그게 아무것도 도로에 아무도 없어.'
Sess05_script06_F011	6	'6개월.'
Sess05_script03_M024	6	'그치? 이 여진이 너가 생각해도 젓가락 100개는 좀 심했지? 미안해. o'
Sess05_script03_M004	3	'글쎄. 어 열심히 일해서 지금 일하는 중국집 (주인되는 거)'
Sess05_script06_M020	6	'여보. o  왜 이래. 아 왜 이리 약한 생각을 해.'
Sess05_impro04_M028	2	'아이 만에 하나가 어딨어. 아 그러면 뭐 어떡해. 그    당신 보내고 나도 따라 죽어야지 뭘 거. 당신 없이 내가 어떻게 사냐?'
Sess05_script05_F017	2	'원래 아니 면접을 이런 식으로 봐요?'
Sess05_script04_M021	2	'o  진짜 무서운게 뭔지 보여줘? 오늘 있었던 일은 너랑 나랑만 아는 거야. 아무도 못 봤어. 그러니까 넌 입 닥치고 있어. 오늘 우린 고라니를 친 거야. 어차피 죽었는지 살았는지도 모르는데 알 바 없잖아.'
Sess05_script04_F008	1	'지금 무슨 소리 하는 거야? 지금 어딘가에 있을 거야. 우리가 사람을 쳤는데 당연히 찾아서 병원에 (데려가야지)'
Sess05_script03_F031	0	'100일 반지. 에휴 이 무능력한 남자야. 여자인 내가 반지를 준비 해야겠어? 오빠가 당연히 준비 해야지.'
Sess05_impro02_M021	3	'감탄할 정도로 맛있으면 어떡할래?'
Sess05_script01_F016	1	'어?'
Sess05_impro04_F006	3	'별 거 아닌데.'
Sess05_script06_M008	1	'뭐?'
Sess05_script01_F020	0	'응?'
Sess05_script03_M031	6	'아니 그래도.'
Sess05_script06_M006	3	'아이 뭔데. 아 한참 재밌게 보고 있는데.'
Sess05_script03_F012	0	'바비큐 맛있겠다.'
Sess05_script02_M004	3	'일하는데 마음 맞고 아이디어 비슷한 사람끼리 하는 거죠. 누굴 차고 차이는 건 아닌 거 같습니다만.'
Sess05_impro01_M004	3	'내가 그렇게 후진가?    o  내가 사람이 진짜 그렇게    되게 별론가 내가?'
Sess06_impro04_M006	1	'아뇨 부장님. 그 아니 아니 추가 비용 발생해가지고 징계위원회 생기면 그 누가    누가 몇 명이나 좀 성 성하겠어요.    아니 그 이번에 열리면 저 감봉 당하고 완전 그냥 나가라는 건데 예? 아이 왜 그러십니까? 예.'
Sess06_script03_F021	6	'마지막 부탁이 있어. 둘째 결혼시키고 당신도 재혼 해. 혹시나 애들 결혼 전에 재혼하면 애들 상처받을 수 있으니까 애들 결혼만 시켜줘 그리고 좋은 여자 만나. 알았지?'
Sess06_impro03_F007	3	'그치 그 사람 근데 원래 그랬잖아. 그냥 그러려니 해.'
Sess06_script01_F031	3	'대신 프로포즈는 내가 먼저 했으니까 결혼식은 정말 멋있게 해줘야 돼? 알겠지?'
Sess06_impro01_M006	3	'이 사람아. 내가 의사야. 어 딱 봐도 알아. o  약상자 가지고 와 약 상자.'
Sess06_impro03_M006	2	'하 아우 김 부장 씨.'
Sess06_script02_M012	1	'야 다 다섯개       야 어떡해    야    어떡해.'
Sess06_impro01_F022	0	'뭐라고? 한번만 더 한번만 o  더.'
Sess06_impro02_F011	2	'지금 제가 저도 요리에 일가견이 있어요.    어 수석 뭐 주방장님이 들어오시기 전에는 저도 이 어? 가게에 책임자였다고요.'
Sess06_impro03_M013	2	'뭘 그럴 수 있는데 어? 엄마가 뭘 알아? 엄마랑 그냥 아빠 혼자 만나고 아빠만 사랑한 거 아니야 아빠만 만나고. 근데 엄마가 뭐 사랑에 대해서 알아?'
Sess06_impro01_F019	3	'아 지금도 한 번만 해줘. 오래간만에.'
Sess06_script03_F016	6	'미안해.    아빠는 3년동안 폐암으로 병원에 계시다가 돌아가셨어.'
Sess06_impro04_F011	1	'아 그거 그.'
Sess06_script05_M012	3	'아니요. 기본이 부족해서 싫고 이 뜻은 그 심사위원 모두 공감했습니다. 제가 말씀드리면 소은씨는 발전하는게 아니라 퇴보하게 될 거니까 발전이란 바탕이 있어야 높아지는데 잔인한 이야기지만 소은씨는 바탕이 부족해요. 작성 후 읽어는 보셨나요? 페이지 하나 하나마다 오타가 하나씩은 있었습니다. (그리고)'
Sess06_script02_F009	4	'퍽이나 좋겠다.'
Sess06_impro02_M012	3	'예.'
Sess06_script03_M007	3	'이게 뭐야? 집 앞 마트는 남편 뭐야 라면하고 뭐 생필품이 싸고 반찬가게는 옆 동네에 시장이 괜찮고 야 이거 뭔데 날 줘?'
Sess06_script03_F018	6	'무슨 의미가 있겠어. 3년을 더 사셨다고 아빠는 행복했을까?'
Sess06_script01_F010	3	'근데 중국집 얘기는 조금 실망스러워.'
Sess06_script03_M014	6	'아 알았어 여보 어? 미안해. 잠깐 소리쳐서 미안해.    그니까 이왕 이렇게 된 거 할 수 있는한 그럼 뭐든지 해보자. 어? 일단 수술부터 받고 요즘 의사들 뭐 돌팔이들 많다잖아. 아닐 수도 있어. 그지? 야 그리고 6개월이 아니라 6년 아니 60년 더 살 수 있고    그니까 어서 병원 가자. 어?'
Sess06_script03_M020	2	'여보. 아니 왜 이래. 왜 이렇게 약한 생각해.'
Sess06_impro01_M004	1	'어.'
Sess06_script06_M015	3	'아이 뭐 설마가 사람 잡는다고 하잖아 응? 특기가 노래랑 춤이라며 아 그 보여줄 수 있어요? 그 요즘 그 유행하는 노래 있잖아 그거    그 뭐지 그 초등학생들 그 부르는 노랜 그 그 그 사랑을 했다?'
Sess06_script03_F001	3	'뭐가 그렇게 재밌어?'
Sess06_script03_M022	6	'미숙아.'
Sess06_impro04_F006	3	'그건 뭐 징계위원회 가서 직접 말하면 될 거 같아요.'
Sess06_impro01_F015	3	'근데 여보.'
Sess06_impro02_M009	3	'알겠어요. 그러면    탕수육 얘기를 한번 해봅시다. 예? 탕수육 가격이 너무 비싸다 생각하지 않아요? 맛에 비해. 이게 탕수육을 만든 건지 아님 그냥 돼지 돼지고기에다가 밀가루 묻혀가지고 어? 튀긴 건지 이게 간만 비슷하고 맛이 없잖아요.'
Sess06_script06_M003	3	'(집안사정으로 네) 잘 알겠고요.    학점은 꽤 높군요. 전공지식도 풍부하고 대학원까지 나왔으니 뭐 이 분야에 대해선 많이 아실 거 같네요.'
Sess06_script03_M001	0	'촤 야 야 저 저 저거 봐봐 야 저 개그맨 웃기지 않냐?'
Sess06_script06_F013	2	'회사다닐 때 했습니다.'
Sess06_impro02_M017	3	'그런 기분으로 요리를 해보세요.'
Sess06_script04_M014	5	'그러니까 이대로 그냥 가자 어? o  나 이번에 들키면 공무원 시험도 못 봐.'
Sess06_script04_F018	1	'지 지 지 지섭씨 저 저기.'
Sess06_impro04_M009	3	'아니 그니까 이게 다 전무님이랑 예? 전무님이 그 했단 얘기라는 거예요? (이 프로젝트를)'
Sess06_script04_F002	5	'o  지섭씨 일단 112에 신고 하자.'
Sess06_script04_M007	1	'아이씨   . o  깜짝. o  아 뭐 뭐야 어떻게 됐어. o  죽었어?'
Sess06_impro01_F007	3	'여기.'
Sess06_script04_M032	2	'o  이미 늦었어 씨.'
Sess06_impro04_M010	2	'예 알겠습니다. 그럼 징계위원회 가기 가겠습니다. 예? 근데 저 혼자 못 죽어요. 아시겠어요? 그 부 전무님 전무님이랑 부장님 사이에 있는 거 예 그런 거 다 제가 이중장부하는 거 모를 거 같아요?    그리고 이거 여기 핸드폰 안에 있는 거 이거 들리세요?'
Sess06_script01_M016	3	'야 방금 전에 한 말은 뭔데.'
Sess06_impro01_F021	3	'(나 피곤하니까 지금 씻을게 자기가) 사랑한다고 얘기해주면 나도 행복할 것 같아. 한 번만 얘기해줘.'
Sess06_script04_F003	5	'o  아 지금 생각할게 뭐가 있어. 지섭씨는 여기 있어. 일단 내가 가서 보고 올테니까.'
Sess06_script03_F019	6	'나도 살고 싶어. 나도 사람인데 근데 싸우기엔 너무 늦었고 지쳤어.'
Sess06_script02_F003	4	'친오빠 다 얼어죽었네.'
Sess06_script06_F003	3	'네 감사합니다. o'
Sess06_script05_M013	3	'이번 장기 프로젝트의 핵심이 뭐죠?'
Sess06_script04_F001	5	'몰라. 몰라. 어떡해? o'
Sess06_script02_M006	2	'아 지금 하고 있으니까 끝나고    끝나고 (준다고)'
Sess06_impro01_M022	3	'o  N  왜 그래요? 네? 무섭게 왜 그러십니까? 아후 알겠어 알겠어 어? 에 사랑해요. 어 나 이제 씻고 자도 되지?'
Sess06_script01_F016	3	'됐어.'
Sess06_script01_M030	3	'아니 그래두.'
Sess06_script06_M004	3	'근데 이게 장점이라면 장점이고 단점이라면 단점이에요. 응? 지방대 이공계 출신에 더군다나 대학원을 나왔으니 나이도 많고 경력은 회사생활 딸랑 3개월 빼고는 전무하고. o'
Sess06_script01_F001	3	'우와 맛있겠다. 근데 자긴 안 먹어?'
Sess06_script01_F020	1	'젓가락 100개? 아니 근데 이걸 날 왜 줘?'
Sess06_script03_M011	1	'아니 수술하면 되는 거 아냐?'
Sess06_script03_M019	6	'여보 그런 생각 하지마. 어? 자 그 지금도 안 늦었어.    일단 정리하고 병원 가자 어?'
Sess06_script03_F002	3	'요 앞 마트.'
Sess06_impro03_F001	3	'아 우리 아들 왔어?    엄마가 김치찌개 해줄까?'
Sess06_script04_F007	5	'지섭씨 o  사람하고 고라니를 구분할 정도는 아니잖아.'
Sess06_impro01_M003	1	'아이 근데 당신은 왜 그래?'
Sess06_script03_M018	6	'아 미숙아    그게 중요한 게 아냐. 어? 그런 건 중요한게 아니잖아. 일단 우리 입원치료 하고 수술받자.    그럼 살 수 있어.'
Sess06_script04_F004	1	'지섭씨.'
Sess06_script04_F015	5	'지금 그 계속 무슨 말이야?'
Sess06_impro01_M010	3	'뭔 소리야 아직 바르지도 않았는데. 어?    이제 o  바른다. 어?'
Sess06_script01_F026	2	'(소리야 이젠) 안 만나.'
Sess06_impro03_F006	3	'김 부장? 또 그 사람이 왜? 뭐래? 어? 뭐라고 했어? 아이고 이거 파가 파를 내가 안 샀나 어디 갔지?'
Sess06_script02_M008	1	'어 야야 시작한다 어?    오케이. 옳치 야 야 하나 맞았다.'
Sess06_impro01_F020	0	'(왜 그래 아 내가) 오늘 행복해서 그렇지.'
Sess06_script02_F012	1	'뭐야. 여섯개 다 맞은 거야? 여섯개 다 맞은 거야? 어? o  아니야? 어? 아 좀 말좀 해봐.'
Sess06_impro04_F003	3	'아 네.'
Sess06_impro04_M002	3	'매우 좋습니다. 예.'
Sess06_script05_F007	3	'아    그건 뭐랄까 음    아쉬움? 아 그래요 아쉬움.'
Sess06_impro03_M010	2	'내가 뭐라 했는데?'
Sess06_impro04_M005	1	'네? 징계위원 아니 추가 비용 발생했다고 징계위원회라니요. 응?'
Sess06_script03_M013	2	'아이 그러니까 그 저번에 그 가슴 아프다 할 때 병원 가라니까. 왜 그 동안 안 간 건데 왜? 어?'
Sess06_script01_F023	3	'에휴 참 나 진짜.'
Sess06_script02_F016	0	'아 (알겠어 어) 걱정하지마. 내가 좀 입이 무겁잖아. 그러니까 (신상구두좀)'
Sess06_impro02_F016	2	'저는 이 시간부로 이 가게에 나오지 않겠습니다. o  네?'
Sess06_script05_F016	3	'아니 그래도.'
Sess06_script04_F019	1	'저 저기    저 저 앞에 사람 우리가 차 친 사람이 o  지나가고 있어.'
Sess06_impro01_M024	2	'뭘 못 들어 귓구멍 파 그러면. 어? o  아 나 참 진짜 어? 일하고 온 남편 어 와가지고 바로 그냥 어 안에서 어 뭐야 밖에서도 의사고 안에서도 의사고 아주 어? 나 좀 쉴게. 나    피곤해 나 자야 돼. 어? 여보 진짜 힘들어요. 어? o'
Sess06_script03_F003	2	'거기에 마트 생긴지 두 달이 넘었어. 그것도 몰라?'
Sess06_script06_F011	1	'네? 아 아니요 없습니다.'
Sess06_script01_F025	3	'오빠같은 사람하곤 이제 못 만나겠다고.'
Sess06_script01_F018	1	'이게 뭐야? 중국집 젓가락들이잖아.'
Sess06_script03_F012	6	'화 낸다고 달라질 건 없잖아.'
Sess07_impro04_F047	0	'치 어휴 못 살아 내가 진짜.'
Sess07_script03_M017	3	'방금 전에 한다 했잖아.'
Sess07_impro01_M018	2	'한 숟갈? (그래요 내가 봤는데) o  내가 봤는데 한 숟갈이래면 백그람 정량에 스푼을 쓰셨어야지 왜 오백그람 o  정량의 숟갈을 썼었냐구. 응?'
Sess07_impro04_M007	3	'아휴.    의사가 뭐 매사 매번 그렇지 뭐. 흐응.'
Sess07_script06_F001	3	'네. 이유진 입니다.'
Sess07_impro04_F021	3	'아니 오뚜기밥.'
Sess07_script04_F002	3	'회의 시작 전이죠?'
Sess07_script06_F020	2	'(면접실에서 신성) 신성 좋아하고 자빠졌네. 이력서 한줄 채우려고 내가 특기를 좀 과장되게 썼지만 그렇다고 이거 이런 식으로 엮는게 오히려 신성모독 아닌가요?    당신네들 습관인 거 같은데 가뜩이나 취직 안돼서 괴로워 죽겠는데 사람을 갖고 놀아요?'
Sess07_impro03_M009	1	'(추가 비용이요 좀 쓸데가 많이 있나봐) 아니 그때 그 추가 비용은 그때 그 부장님께서 그거 지원하라고 이렇게 하신 거 그거 적은 거 밖에 없는데.'
Sess07_impro01_F002	2	'뭘 짬뽕을 어떤 맛으로 내요. 청양고추로 맛을 냈죠.'
Sess07_script01_F011	1	'o  N  어 지 진짜? 진짜?'
Sess07_impro04_F017	3	'3분카레지 뭐.'
Sess07_impro02_M018	6	'내가 내가 그렇게 못 났나 엄마?'
Sess07_impro04_M019	3	'그리고 (나 구내식당 맛있잖아) 구내식당 가면    항상 밥을 두 공기씩 먹는다. (여보)'
Sess07_script01_M030	0	'내일 날 밝으면 이제 고주홍의 시대가 열리는 거야. 이거야. 두고봐 내가 이 돈으로 세상을 깜짝 놀라게 해줄 테니까 어?'
Sess07_impro02_F023	3	'또 술 처먹고 현서한테 또 또.'
Sess07_script03_M009	3	'응.'
Sess07_impro03_F005	3	'그쵸?'
Sess07_script03_F024	0	'어 그러니까 젓가락 100개라는게    우리 만난지 100일 되는 날이라서 준비했다는 거야? 젓가락 100개를?'
Sess07_script04_F006	3	'뭐 이리 깐깐하실까? 어차피 환경 프로젝트가 시작되면 회사 사람들은 다 아는 아이디언데 굳이 감추실 필요까진 없잖아요.'
Sess07_script01_M005	3	'이거 10분이면 끝나. 어? 좀만 기다려.'
Sess07_impro03_M024	2	'저요. 이중장부 갖고 갈 겁니다. 이중장부 갖고 가서 징계위원회에서 다 까발릴거예요.'
Sess07_impro03_F015	2	'(가야 잘못한 게) 뭐가 없어. 지금 추가 비용이 나왔다니까.'
Sess07_script04_F001	3	'안녕하세요 팀장님.'
Sess07_impro02_F011	3	'아 들어 듣지 우리아들 김 부장이 그랬다고 했잖아.'
Sess07_script01_M019	3	'잠깐 성희야.    이 사실을 그 누구한테도 얘기 하지마.'
Sess07_script05_F008	1	'지금 무슨 소리 하는 거야. o  지금 어딘가에 있을 거야. 우리가 사람을 쳤는데 o  아 당연히 찾아서 사람을 병원 데려가야지. o'
Sess07_impro02_M011	2	'그래 그래서 내가 김 부장 부장실에 들어가가지고 내가 o  프로젝트 딱 보여줬어. 근데 그 서류를 막 집어던지느니 이게 프로젝트냐고 하면서 막 신경질을 내는 거 아니야 나한테.'
Sess07_script02_M014	2	'아이 그러니까 저번에 가슴 아프다고 할 때 내가 병원에 가보라고 했잖아.'
Sess07_script01_F003	4	'(뭐냐 친오빠가) 다 얼어 죽었다 어?'
Sess07_impro02_F015	3	'아니야. 엄마 다 듣고 있어. 아들 얘기 다 듣고 있지 엄마가.'
Sess07_script03_F026	3	'안되겠다. 오빠랑 이제 못 만나겠어.'
Sess07_impro04_F034	3	'저 사랑해요?'
Sess07_impro01_M029	2	'(너무 화가나서 못 참겠네요 예에에 언론) 못 참으면 어쩔건데요?'
Sess07_script02_F006	3	'잘 들어. 나 폐에 종양 생겼대.'
Sess07_impro04_M004	3	'왜? 왜 이렇게 일찍 자.'
Sess07_script06_M017	3	'어    그거 그거. o  그거 한번 해봐요. 춤 추면서.'
Sess07_script03_F032	3	'미장원에서 샴푸하면서 동네 아줌마들이 주는 팁좀 모았지. 아이 오빠 돈 걱정 하질 말어. 내가 먹여 살릴라니까.'
Sess07_script02_M013	1	'얼마나 살 수 있대?'
Sess07_script05_F014	5	'지금 계속 무슨 말이야?'
Sess07_impro01_M001	3	'아 이거 짬뽕 이거 어떻게 만든거에요 이거?'
Sess07_impro02_F022	1	'바람 폈구나 니가.'
Sess07_script06_F014	3	'.'
Sess07_impro04_F043	3	'o  나는 관에서도 자기랑 꼭 껴안고 죽을거야.'
Sess07_impro02_M030	6	'근데 왜? 맨날 나만 슬픈 거야. 왜 나만 이런 거야.'
Sess07_script03_F030	3	'자. 오빠는 젓가락 줬지만 나는 좋은 거 줄게.'
Sess07_impro02_F004	3	'왜 또 투정 부려. 회사에서 무슨 일 있었어? 아님 뭐 현수랑 싸웠어? (말해 봐)'
Sess07_script03_F009	0	'오빠한테 시집 가는 거.'
Sess07_impro02_F031	3	'우리 아들만 그런 거 아니야.'
Sess07_impro04_F046	0	'(잠깐 기다려 장난이야) 한솔이 재워야 돼. 얼른 씻고 와 밥해놓고 있을게.'
Sess07_impro02_F039	3	'당연하지. 얼른 가자 얼른 씻고 와.'
Sess07_impro04_F001	3	'왔어?'
Sess07_script02_F005	2	'안 봐?'
Sess07_impro02_M027	2	'뭘 알어. 엄마가 뭘 아는데.'
Sess07_script06_F018	3	'아 아닙니다. 하겠습니다. 사랑을 했다. 우리가 만나. 지우지 못할. o    .'
Sess07_script01_F025	0	'진짜? 아 오빠    너무 좋아. o'
Sess07_script03_M007	3	'우리 여진이 꿈은 뭐야?'
Sess07_impro01_F010	2	'문제 장난하세요 지금? 잘 먹어보 잘 먹어보시고 말씀하시는 거예요 지금?'
Sess07_impro04_F027	3	'아 헤이.'
Sess07_script03_F031	3	'100일 반지. 으휴 이 무능력한 남자야. o  여자인 내가 반지를 준비해야겠냐? 오빠인 니가 준비해야지.'
Sess07_impro04_M037	3	'응.'
Sess07_impro04_F028	3	'옛 생각 나고 좋네.'
Sess07_script05_F013	5	'지섭씨 왜그래?'
Sess07_script01_M021	3	'혹시 모르니까 이건 너랑 나만의 비밀이다잉 어? 알았지?'
Sess07_script02_M007	3	'아이 뭔데. 그 한참 재밌게 보고 있는데.'
Sess07_script05_M019	2	'너도 사라지게 해줘? 어?'
Sess07_impro04_M044	0	'아이구 참나 진짜.'
Sess07_script03_M019	3	'유진아. 이거 봐봐. 널 위해 주 선물을 준비했어.'
Sess07_script03_F017	2	'하도 불쌍하고 보잘것 없어서 그래서 해준다 한 거지    내가 당신처럼 어리버리한 남자 뭐가 좋다고 결혼을 해.'
Sess07_impro04_M045	3	'내가 이래서 못 죽어.'
Sess07_script03_M029	0	'이게 뭔데?'
Sess07_impro01_M032	2	'짬뽕에 제일 중요한 거 파기름 처음에 불향내는 거 고춧가루 넣어서 그거 불향 내는 거 두번째 탕수육에 튀김옷.'
Sess07_impro04_M009	3	'나 오늘 땀도 안 흘리고 아무것도 안 했어. 그냥 나는 그냥 아 안 안 씻을게.'
Sess07_impro03_F014	3	'응.'
Sess07_script05_M026	5	'이대로 가면 돼. 우리 아무 일도 없었던 거야. 어. 우린 그 전처럼 돌아가면 되는 거야. 그 사람이 죽었든 살았든 우리 사람 친 적 없어.'
Sess07_script02_M001	0	'이야 저거 봐봐 저 개그맨 웃기지 않아?'
Sess07_script06_M003	3	'어 예에에    잘 알겠습니다. 어 학점은 꽤 높군요. 어 전공지식도 풍부하고 대학원까지 나왔으니 음 이 분야에 대해 많이 아실 거 같애요.'
Sess07_impro04_M033	3	'에혀    걱정되지.'
Sess07_script01_F007	2	'헐 아 그냥    인터넷에 나중에 검색 하라고.'
Sess07_impro04_M013	3	'아이고 칠칠맞게 진짜. o  봐봐.'
Sess07_script04_M001	3	'예 안녕하세요.'
Sess07_impro01_M015	4	'그러니까 그러지. o  어떻게 뭐 미각을 상실하셨는지 아니면 뭐 레시피라는게 아예 (없으신가)'
Sess07_impro02_F019	3	'아이 막 잘 나진 않았지만 못 나지도 않았어 솔직히.'
Sess07_script05_M004	5	'잠깐만 잠깐만 기다려봐. 그러니까 좀 생각을 해보자고.'
Sess07_impro03_F031	2	'예? 아이 전무님 전무님이 전무님이 그때 지금 책임지신다고. 전무님. 전무님. 아우 미쳐버리겠네 진짜 내가 독박 쓰게 생겼어.'
Sess07_script05_M013	2	'우리 술 마셨잖아.'
Sess07_impro04_F045	0	'어 우리 같이 씻을까?'
Sess07_impro02_M015	2	'뭘 쉬는 타임이야. 내가 지금까지 계속 얘기했는데.'
Sess07_impro02_F003	3	'뭐 아무 일도 아니야. 뭔데 왜 그래.'
Sess07_impro01_F020	2	'맛이 드럽게 있으니까 사람들이 몰려오죠.'
Sess07_script06_M015	3	'. 그리고 이력서에 보니까 특기가 허 노래랑 춤이라고 적혀있는데 노래 잘 해요?'
Sess07_impro02_F008	3	'알지 김 부장 걔 또 그런다니?'
Sess07_script03_F027	2	'오빠같은 사람하고 이제 못 만나겠다고.'
Sess07_script02_F015	6	'사실 우리 아빠도 나랑 같은 병이었어.'
Sess07_script05_F005	1	'그래 근데 지금 없다니까.       죽었는지 살았는지 우리가 친 사람이 없단 말이야.'
Sess07_impro02_M033	6	'알어 알지. 알지 근데    엄마만 보면 투정부리고 싶고 그냥 그런 거야.'
Sess07_script03_F020	1	'이 이게 뭐야? 중국집 젓가락들이잖아.'
Sess07_impro04_F013	3	'아유 됐어 뭘 봐.'
Sess07_impro04_M003	3	'한솔이는?'
Sess07_impro02_F037	3	'청양고추 다섯 개 썰어 넣을게.'
Sess07_script03_F014	2	'에이 셋은 낳아야지.'
Sess07_script01_M014	1	'성희야 나 어떡하냐?'
Sess07_script06_F015	1	'예?    설마    o'
Sess07_impro04_F042	3	'몰라 알아서 하겠지 지 인생. 나는 당신 옆에서 꼭 붙어가지고 죽어버릴거야.'
Sess07_impro03_F021	3	'그니까 눈 딱 감고 징계위원회 한번 갔다오면 돼.'
Sess07_script01_F012	1	'어 오빠 진짜야? 어 어 여섯개 다 맞는 거 아냐? 어떡해 우리 1등? 1등? 1등?'
Sess07_impro02_M037	3	'뭐 먹을 건데?'
Sess07_script04_F003	3	'조금 섭섭해서 찾아왔어요. 이번 환경단체 프로젝트에서 저를 빼고 다른 분하고 파트너 짜셨다면서요?'
Sess07_script04_F010	2	'알겠습니다. 그럼 하나만 묻고 싶네요. 제 아이디어는 왜 발탁이 안 된 거죠? 남의 아이디어가 더 뛰어나서 그랬다 o  이런 식의 뻔한 답변은 안 해주실 거라 믿습니다.'
Sess07_impro02_M034	6	'그치.'
Sess07_impro04_M008	1	'왜 갑자기 씻으라 그래?'
Sess07_script02_M019	1	'뭐? 당신 어릴 적에 사고로 돌아가셨다 했잖아.'
Sess07_script03_F033	3	'오빠 누가 선물하고 누가 프로포즈 하면 어때.    나 오빠 사랑하고 지금이 행복해. 우리 둘이 함께한다는게 중요한 거 잖아.'
Sess07_script01_F024	0	'아이 씨 오빠. (응 오빠가) 진짜 짱이야 최고야.    아 나한텐 역시 우리 오빠가 짱이야 짱. 나 천만 원. 아니 1억만. 오빠 나 딱 1억만 주라. 응?'
Sess07_impro01_F007	3	'네.'
Sess07_impro04_F040	3	'당신이 왜 죽어요?'
Sess07_impro02_F035	3	'아들. 됐고 맛있는 거 먹으면서 기분이나 풀자.'
Sess07_script03_M027	1	'하 뭔 (소리야)'
Sess07_impro04_F005	3	'재롱잔치하고 피곤한가 봐. 생일파티도 갔다 오고.'
Sess07_impro02_F036	3	'닭볶음탕 한다니까. (닭볶음탕 우리) 아들 젤로 좋아하는 거잖아.'
Sess07_impro03_M001	3	'아이 그 저 찾으셨다고.'
Sess07_impro02_F026	3	'잘했네. 잘했어 잘했어 아들. 잘 헤어졌어. 아휴 됐어 다 그런 거야. 어? 엄마도 다 네 나이 때는 그렇게 이별하고 다 치이 이리 치이고 저리 치이고 그래서 이 자리에 온 거잖아.'
Sess08_impro04_M008	3	'쉽게 말해서요. 정말    탄맛이 나.'
Sess08_script04_F031	3	'아 미장원에서 샴푸하면서 동네 아줌마들이 주는 팁좀 모았지.    오빠는 돈 걱정하지마 내가 딱 먹여 살릴게.'
Sess08_script01_F007	3	'아니요. 패션쪽에 관심있어서 옷 코디하는 방법을 찍어 올리고 있습니다.'
Sess08_impro04_F015	2	'주방장님 오시기 전까지요. 저도 이 주방 책임지는 주방장이였어요.'
Sess08_script04_F028	0	'대신에 같이 o  살아야겠어.'
Sess08_script04_M005	3	'뭔데.'
Sess08_impro02_F011	3	'놀이터에서.'
Sess08_script03_M028	3	'o  그냥 가면 돼 아무 일 없을 거야.'
Sess08_script02_M019	3	'미숙아 그게 중요한게 아니야. 그런 거 중요한게 아니잖아. 일단 병 입원치료 하고 수술 받자 그러면 어? 살 수 (있어)'
Sess08_impro03_M010	3	'(해줄라나 나 지금) 너무 힘들어 사실 아.'
Sess08_impro01_F016	3	'네.'
Sess08_impro02_F021	0	'o  아 그래도 아파. 살살해주세요. 의사선생님.'
Sess08_impro04_M003	3	'아니 그런 거는 뻔한 다 아는 정보고.'
Sess08_impro04_M010	2	'요리에 너에 관심이 요리에 안 가 있다고 다 바깥에야. 어? 언론? 뭐 인터넷 SNS나 하면서 뭐 그렇게 요리할 거야?'
Sess08_script01_F011	1	'예? 아니요. 없습니다.'
Sess08_impro02_M033	3	'어. 진심을 다해서 자.    모현아.'
Sess08_script05_M015	1	'어.'
Sess08_script02_F011	6	'6개월?'
Sess08_impro03_F006	3	'갑자기 그런 생각이 왜 들어? 무슨 일 진짜 없었어?'
